IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2014,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,41.21,,,29.93,,52.48,41.2 [29.9-52.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2014,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,41.64,,,33.08,,50.19,41.6 [33.1-50.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,41.61,,,37.45,,45.76,41.6 [37.5-45.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,43.18,,,34.51,,51.84,43.2 [34.5-51.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2014,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,44.2,,,36.9,,51.49,44.2 [36.9-51.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2014,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,48.25,,,42.16,,54.35,48.3 [42.2-54.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,COG,Congo,Year,2014,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,52.8,,,47.05,,58.55,52.8 [47.0-58.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,53.05,,,47.29,,58.82,53.1 [47.3-58.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,KEN,Kenya,Year,2014,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,54.07,,,50.53,,57.62,54.1 [50.5-57.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2014,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,54.93,,,47.15,,62.7,54.9 [47.2-62.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,SEN,Senegal,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,59.25,,,50.12,,68.39,59.3 [50.1-68.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,KEN,Kenya,Year,2014,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,63,,,54.92,,71.09,63.0 [54.9-71.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,66.05,,,61.14,,70.96,66.0 [61.1-71.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2014,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,66.24,,,61.93,,70.54,66.2 [61.9-70.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GHA,Ghana,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,68.27,,,61.34,,75.19,68.3 [61.3-75.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,SEN,Senegal,Year,2014,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,76.2,,,57.62,,94.78,76.2 [57.6-94.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,77.78,,,72.6,,82.97,77.8 [72.6-83.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2014,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,79.5,,,67.57,,91.43,79.5 [67.6-91.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2014,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,79.76,,,61.16,,98.36,79.8 [61.2-98.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GHA,Ghana,Year,2014,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,83.75,,,65.21,,102.3,83.7 [65.2-102.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2014,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,85.82,,,65.52,,106.1,85.8 [65.5-106.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,93.26,,,81.76,,104.8,93.3 [81.8-104.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,CUB,Cuba,Year,2014,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,CUB,Cuba,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,SRB,Serbia,Year,2014,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,SRB,Serbia,Year,2014,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,0.033,,,0.021,,0.045,0.0 [0.0-0.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2013,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,0.046,,,0.029,,0.064,0.0 [0.0-0.1],,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MWI,Malawi,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,0.11,,,0.1,,0.12,0.1 [0.1-0.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,TGO,Togo,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,107.1,,,89.48,,124.7,107.1 [89.5-124.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,LBR,Liberia,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,108.4,,,96.66,,120.2,108.4 [96.7-120.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,109,,,102.2,,115.8,109.0 [102.2-115.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,120.9,,,106.2,,135.7,120.9 [106.2-135.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,LBR,Liberia,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,124.8,,,105.5,,144.1,124.8 [105.5-144.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,136.5,,,129.2,,143.8,136.5 [129.2-143.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2013,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,16.76,,,13.07,,20.44,16.8 [13.1-20.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,169.2,,,159.9,,178.5,169.2 [159.9-178.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,176.6,,,163.1,,190.1,176.6 [163.1-190.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2013,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,19.05,,,14.79,,23.32,19.1 [14.8-23.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,191.3,,,175.1,,207.6,191.3 [175.1-207.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,22.05,,,18.89,,25.2,22.0 [18.9-25.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,26.9,,,20.23,,33.57,26.9 [20.2-33.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,28.05,,,24.11,,31.99,28.1 [24.1-32.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2013,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,30.31,,,10.73,,49.89,30.3 [10.7-49.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,31.44,,,27.83,,35.06,31.4 [27.8-35.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,32.39,,,25.78,,39,32.4 [25.8-39.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,37.73,,,25.09,,50.37,37.7 [25.1-50.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,38.42,,,27.82,,49.03,38.4 [27.8-49.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2013,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,53.19,,,49.08,,57.29,53.2 [49.1-57.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NAM,Namibia,Year,2013,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,55.08,,,41.58,,68.58,55.1 [41.6-68.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NAM,Namibia,Year,2013,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,59.34,,,52.53,,66.14,59.3 [52.5-66.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GMB,Gambia,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,60.34,,,52.91,,67.76,60.3 [52.9-67.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GMB,Gambia,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,68.51,,,55.83,,81.18,68.5 [55.8-81.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,78.57,,,73.27,,83.87,78.6 [73.3-83.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2013,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,78.82,,,68.62,,89.02,78.8 [68.6-89.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,85.79,,,74.11,,97.47,85.8 [74.1-97.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MWI,Malawi,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,87.16,,,82.95,,91.38,87.2 [82.9-91.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,TGO,Togo,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,92.07,,,84.38,,99.76,92.1 [84.4-99.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2013,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2013,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PAN,Panama,Year,2013,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PAN,Panama,Year,2013,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,DZA,Algeria,Year,2012,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,0.019,,,0.005,,0.034,0.0 [0.0-0.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2012,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_MICS,MICS,,0.024,,,0.005,,0.042,0.0 [0.0-0.0],,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,HTI,Haiti,Year,2012,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,107.5,,,89.82,,125.2,107.5 [89.8-125.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MLI,Mali,Year,2012,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,117.9,,,103.7,,132.2,117.9 [103.7-132.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2012,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,121.3,,,102.2,,140.4,121.3 [102.2-140.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GIN,Guinea,Year,2012,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,130.1,,,119.3,,141,130.1 [119.3-141.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2012,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,14.8,,,9.48,,20.12,14.8 [9.5-20.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GIN,Guinea,Year,2012,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,142.2,,,124.3,,160.1,142.2 [124.3-160.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NER,Niger,Year,2012,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,146.7,,,138.6,,154.9,146.7 [138.6-154.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NER,Niger,Year,2012,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,173,,,159.2,,186.9,173.0 [159.2-186.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2012,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,20.43,,,16.3,,24.56,20.4 [16.3-24.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2012,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,20.52,,,9.07,,31.98,20.5 [9.1-32.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2012,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,24.45,,,21.43,,27.48,24.5 [21.4-27.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,DZA,Algeria,Year,2012,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_MICS,MICS,,26.43,,,24.24,,28.62,26.4 [24.2-28.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2012,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,28.29,,,12.31,,44.28,28.3 [12.3-44.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2012,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,29.5,,,21.84,,37.16,29.5 [21.8-37.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2012,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,33.34,,,28.06,,38.62,33.3 [28.1-38.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2012,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,40.94,,,37.64,,44.24,40.9 [37.6-44.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2012,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,45.63,,,39.07,,52.2,45.6 [39.1-52.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,COM,Comoros,Year,2012,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,49.75,,,40.05,,59.45,49.8 [40.1-59.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,COM,Comoros,Year,2012,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,50.48,,,32.64,,68.32,50.5 [32.6-68.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2012,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,59.98,,,48.15,,71.82,60.0 [48.1-71.8],,,EN,2022-05-25T22:00:00.000Z
