,Country,Admin1,Facility name,Facility type,Ownership,Lat,Long,LL source
6691,Cameroon,Littoral,Cap Cameroun Centre de Santé,Health Centre,MoH,3.9088,9.4697,Digitized from online map
6692,Cameroon,Littoral,Catholic Archidiocese Dispensaire,Dispensaire,MoH,4.038,9.6878,Google Earth
6693,Cameroon,Littoral,Catholique Njombe 2 Centre de Santé Integre,Centre de Santé Intégré,MoH,4.5859,9.6602,Digitized from online map
6694,Cameroon,Littoral,Chantier Centre de Santé Integre,Centre de Santé Intégré,MoH,4.6726,9.71,Digitized from online map
6695,Cameroon,Littoral,Cite Des Palmiers Hôpital de District,Hôpital de District,MoH,4.042,9.7617,Digitized from online map
6696,Cameroon,Littoral,Cite Sic Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0403,9.7311,Digitized from online map
6697,Cameroon,Littoral,Congo 1 Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0433,9.7248,Digitized from online map
6698,Cameroon,Littoral,Congo 2 Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0294,9.701,Digitized from online map
6699,Cameroon,Littoral,Dabang Centre de Santé Integre,Centre de Santé Intégré,MoH,4.984,9.796,Other
6700,Cameroon,Littoral,Dehane Centre de Santé Integre,Centre de Santé Intégré,MoH,3.4935,10.0709,Digitized from online map
6701,Cameroon,Littoral,Deido Hôpital de District,Hôpital de District,MoH,4.0289,9.6826,Digitized from online map
6702,Cameroon,Littoral,Delangue Centre Medical d’Arrondissement,Centre Medical d’Arrondissement,MoH,3.7984,10.1241,Other
6703,Cameroon,Littoral,Dibamba Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,3.9793,9.8044,Digitized from online map
6704,Cameroon,Littoral,Dibombari Hôpital de District,Hôpital de District,MoH,4.1787,9.6561,Geonames
6705,Cameroon,Littoral,Diboum 2 Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0036,9.7465,Digitized from online map
6706,Cameroon,Littoral,Dingombi Centre de Santé Integre,Centre de Santé Intégré,MoH,3.6314,10.2707,Digitized from online map
6707,Cameroon,Littoral,Dissouck Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9656,10.2785,Digitized from online map
6708,Cameroon,Littoral,Dizangue Ad Lucem Dispensaire,Dispensaire,MoH,3.7453,10.0182,Other
6709,Cameroon,Littoral,Dizangue Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,3.7389,10.0194,Digitized from online map
6710,Cameroon,Littoral,Djebale Centre de Santé Integre,Centre de Santé Intégré,MoH,4.0984,9.6999,Digitized from online map
6711,Cameroon,Littoral,Domus Mariae Dispensaire,Dispensaire,MoH,3.5902,9.9895,Combination
6712,Cameroon,Littoral,Douala Hôpital General,Hôpital Général,MoH,4.0548,9.7582,Digitized from online map
6713,Cameroon,Littoral,Ebombe Centre de Santé Integre,Centre de Santé Intégré,MoH,3.7934,10.1689,Digitized from online map
6714,Cameroon,Littoral,Ebombe Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8062,10.3612,Digitized from online map
6715,Cameroon,Littoral,Ebone Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.8741,9.8902,Digitized from online map
6716,Cameroon,Littoral,Ebou Mbeng Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0636,9.7294,Digitized from online map
6717,Cameroon,Littoral,Eboum Mbeng Centre Medical d’Arrondissement,Centre Medical d’Arrondissement,MoH,4.8444,10.0145,Combination
6718,Cameroon,Littoral,Edea Hôpital Regional,Hôpital Régional,MoH,3.7905,10.1165,Digitized from online map
6719,Cameroon,Littoral,Eec Centre de Santé Integre,Centre de Santé Intégré,MoH,4.4939,9.563,Digitized from online map
6720,Cameroon,Littoral,Ekambeng Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9409,9.9776,Digitized from online map
6721,Cameroon,Littoral,Ekangte Centre de Santé Integre,Centre de Santé Intégré,MoH,4.984,9.9222,Digitized from online map
6722,Cameroon,Littoral,Ekite Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8051,10.094,Other
6723,Cameroon,Littoral,Ekol Mbeng Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9582,9.929,Digitized from online map
6724,Cameroon,Littoral,Ekoldkang Centre de Santé Integre,Centre de Santé Intégré,MoH,5.0646,9.8936,Combination
6725,Cameroon,Littoral,Ekol-Mbeng Hôpital Regional,Hôpital Régional,MoH,4.9604,9.9307,Digitized from online map
6726,Cameroon,Littoral,Elogbele EPC Dispensaire,Dispensaire,MoH,3.3637,9.9448,Combination
6727,Cameroon,Littoral,Epc Elogbele Centre de Santé Integre,Centre de Santé Intégré,MoH,3.7869,10.1425,Digitized from online map
6728,Cameroon,Littoral,Espoir Centre de Santé Integre,Centre de Santé Intégré,MoH,3.769,10.1273,Digitized from online map
6729,Cameroon,Littoral,Espoir Centre de Santé Integre,Centre de Santé Intégré,MoH,4.6944,9.7137,Digitized from online map
6730,Cameroon,Littoral,Essekou Centre de Santé Integre,Centre de Santé Intégré,MoH,5.1999,9.9096,Digitized from online map
6731,Cameroon,Littoral,Ferme Suisse Catholique Dispensaire,Dispensaire,MoH,3.7668,10.127,Combination
6732,Cameroon,Littoral,Fouenang Centre de Santé,Health Centre,MoH,4.7287,10.0431,Combination
6733,Cameroon,Littoral,Froi Centre de Santé,Health Centre,MoH,4.8016,10.0745,Combination
6734,Cameroon,Littoral,Gallican Catholic Medical Foundation,Health Centre,MoH,3.8257,9.6327,Combination
6735,Cameroon,Littoral,Galmoa Centre de Santé,Health Centre,MoH,4.8049,10.0588,Combination
6736,Cameroon,Littoral,Gare Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8921,10.1,Digitized from online map
6737,Cameroon,Littoral,Gare Centre de Santé Integre,Centre de Santé Intégré,MoH,4.1576,9.6012,Digitized from online map
6738,Cameroon,Littoral,Gare Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2231,9.6174,Digitized from online map
6739,Cameroon,Littoral,Good Samaritan Clinic,Clinic,MoH,3.9068,9.4685,Digitized from online map
6740,Cameroon,Littoral,Grand Souza Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2224,9.6377,Digitized from online map
6741,Cameroon,Littoral,Hegba Pouma Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8591,10.5225,Google Earth
6742,Cameroon,Littoral,Hope Centre de Santé,Health Centre,MoH,4.0973,9.6314,Digitized from online map
6743,Cameroon,Littoral,Ibaikak Centre de Santé,Health Centre,MoH,3.982,10.2696,Combination
6744,Cameroon,Littoral,Ihendel Centre de Santé,Health Centre,MoH,3.9826,10.3029,Combination
6745,Cameroon,Littoral,Japoma Centre de Santé Integre,Centre de Santé Intégré,MoH,4.0365,9.8196,Geonames
6746,Cameroon,Littoral,Jombe I Centre de Santé Integre,Centre de Santé Intégré,MoH,4.592,9.6642,Other
6747,Cameroon,Littoral,Kake Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2406,9.6332,Digitized from online map
6748,Cameroon,Littoral,Kake Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2867,9.6096,Geonames
6749,Cameroon,Littoral,Kelleng Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2653,11.0086,Digitized from online map
6750,Cameroon,Littoral,Kombe PCC Centre de Santé,Health Centre,MoH,4.4085,9.5687,Other
6751,Cameroon,Littoral,Kombo Moukoko Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8016,9.6071,Geonames
6752,Cameroon,Littoral,Konpina CDC Centre de Santé Integre,Centre de Santé Intégré,MoH,4.3565,9.5949,Digitized from online map
6753,Cameroon,Littoral,Konpina Route Centre de Santé Integre,Centre de Santé Intégré,MoH,4.3405,9.5801,Digitized from online map
6754,Cameroon,Littoral,Kotto Centre de Santé Integre,Centre de Santé Intégré,MoH,4.0834,9.7596,Digitized from online map
6755,Cameroon,Littoral,Kotto Centre de Santé Integre,Centre de Santé Intégré,MoH,4.3513,9.5139,Digitized from online map
6756,Cameroon,Littoral,Kotto Centre Medical d’Arrondissement,Centre Medical d’Arrondissement,MoH,4.0934,9.7608,Other
6757,Cameroon,Littoral,La Grace Centre de Santé Integre,Centre de Santé Intégré,MoH,4.5774,9.6516,Digitized from online map
6758,Cameroon,Littoral,Lala Mission Centre de Santé Integre,Centre de Santé Intégré,MoH,4.7948,9.7766,Digitized from online map
6759,Cameroon,Littoral,Lelem EEC Centre Medical,Health Centre,MoH,5.1873,9.9841,Combination
6760,Cameroon,Littoral,Lelem Mouantong Centre de Santé Integre,Centre de Santé Intégré,MoH,5.1995,9.9918,Geonames
6761,Cameroon,Littoral,Likoundbian Centre de Santé Integre,Centre de Santé Intégré,MoH,4.3194,10.904,Digitized from online map
6762,Cameroon,Littoral,Lobethal UEBC Centre de Santé,Health Centre,MoH,3.6391,9.7728,Other
6763,Cameroon,Littoral,Logbaba Hôpital de District,Hôpital de District,MoH,4.0255,9.7542,Digitized from online map
6764,Cameroon,Littoral,Logbadjeck Centre de Santé Integre,Centre de Santé Intégré,MoH,3.9699,10.0999,Digitized from online map
6765,Cameroon,Littoral,Logbanga Centre de Santé Integre,Centre de Santé Intégré,MoH,4.3129,10.8397,Digitized from online map
6766,Cameroon,Littoral,Logbbaba Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0167,9.7781,Digitized from online map
6767,Cameroon,Littoral,Longtoka Centre de Santé Integre,Centre de Santé Intégré,MoH,4.4589,9.9699,Digitized from online map
6768,Cameroon,Littoral,Loum 1 Centre de Santé Integre,Centre de Santé Intégré,MoH,4.7189,9.7232,Digitized from online map
6769,Cameroon,Littoral,Loum Catholique 2 Centre de Santé Integre,Centre de Santé Intégré,MoH,4.7124,9.7326,Digitized from online map
6770,Cameroon,Littoral,Loum Chantier Centre de Santé Integre,Centre de Santé Intégré,MoH,4.6783,9.7144,Other
6771,Cameroon,Littoral,Loum Hôpital de District,Hôpital de District,MoH,4.7156,9.7302,Digitized from online map
6772,Cameroon,Littoral,Loum I Centre de Santé Integre,Centre de Santé Intégré,MoH,4.7182,9.7351,Geonames
6773,Cameroon,Littoral,Loum Ville Catholique Centre de Santé,Health Centre,MoH,4.7181,9.7365,Other
6774,Cameroon,Littoral,Mabombe Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9058,10.2589,Digitized from online map
6775,Cameroon,Littoral,Mairie Douala II Centre Medical d’Arrondissement,Centre Medical d’Arrondissement,MoH,3.8998,9.797,Combination
6776,Cameroon,Littoral,Makob Centre de Santé Integre,Centre de Santé Intégré,MoH,3.9204,10.6329,Digitized from online map
6777,Cameroon,Littoral,Makom Centre de Santé Integre,Centre de Santé Intégré,MoH,4.5374,10.8194,Digitized from online map
6778,Cameroon,Littoral,Makondo Centre de Santé Integre,Centre de Santé Intégré,MoH,3.7485,10.2609,Digitized from online map
6779,Cameroon,Littoral,Malimba Ocean Centre de Santé Integre,Centre de Santé Intégré,MoH,3.5964,9.7318,Digitized from online map
6780,Cameroon,Littoral,Malimba Urbain Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8198,10.1072,Digitized from online map
6781,Cameroon,Littoral,Mama Centre de Santé Integre,Centre de Santé Intégré,MoH,5.2349,9.8211,Digitized from online map
6782,Cameroon,Littoral,Mambanda Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0588,9.6539,Digitized from online map
6783,Cameroon,Littoral,Mambelion Centre de Santé Integre,Centre de Santé Intégré,MoH,4.8881,9.8784,Digitized from online map
6784,Cameroon,Littoral,Mandouka Centre de Santé Integre,Centre de Santé Intégré,MoH,4.3285,9.7329,Digitized from online map
6785,Cameroon,Littoral,Manengole Centre de Santé Integre,Centre de Santé Intégré,MoH,4.8642,9.8482,Digitized from online map
6786,Cameroon,Littoral,Manengouba Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9483,9.8601,Digitized from online map
6787,Cameroon,Littoral,Mangaba Centre de Santé,Health Centre,MoH,4.8215,9.9922,Combination
6788,Cameroon,Littoral,Mangamba Centre de Santé Integre,Centre de Santé Intégré,MoH,4.3017,9.727,Digitized from online map
6789,Cameroon,Littoral,Mangwete Centre de Santé Integre,Centre de Santé Intégré,MoH,5.1469,9.97,Digitized from online map
6790,Cameroon,Littoral,Manjo Hôpital de District,Hôpital de District,MoH,4.8386,9.8222,Digitized from online map
6791,Cameroon,Littoral,Mankwa Centre de Santé Integre,Centre de Santé Intégré,MoH,5.116,9.816,Encarta
6792,Cameroon,Littoral,Manne Centre de Santé Integre,Centre de Santé Intégré,MoH,3.7975,10.1003,Digitized from online map
6793,Cameroon,Littoral,Manoka Hôpital de District,Hôpital de District,MoH,3.8645,9.6212,Digitized from online map
6794,Cameroon,Littoral,Manoka Hôpital de District,Hôpital de District,MoH,4.0281,9.6823,Digitized from online map
6795,Cameroon,Littoral,Matoube EEC Centre de Santé,Health Centre,MoH,3.8611,10.5743,Combination
6796,Cameroon,Littoral,Mayamba Centre de Santé Integre,Centre de Santé Intégré,MoH,3.5027,9.9762,Combination
6797,Cameroon,Littoral,Mbanga Hôpital de District,Hôpital de District,MoH,4.4877,9.5643,Digitized from online map
6798,Cameroon,Littoral,Mbanga Pongo Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,3.9641,9.7527,Digitized from online map
6799,Cameroon,Littoral,Mbokambo Centre de Santé Integre,Centre de Santé Intégré,MoH,5.2753,9.805,Geonames
6800,Cameroon,Littoral,Mbonjo Centre de Santé Integre,Centre de Santé Intégré,MoH,4.217,9.532,Encarta
6801,Cameroon,Littoral,Mbouassoum Centre de Santé Integre,Centre de Santé Intégré,MoH,5.1193,9.8156,Digitized from online map
6802,Cameroon,Littoral,Mbouroukou Centre de Santé Integre,Centre de Santé Intégré,MoH,5.0572,9.8924,Geonames
6803,Cameroon,Littoral,Melong 2 Centre de Santé Integre,Centre de Santé Intégré,MoH,5.0613,9.9609,Digitized from online map
6804,Cameroon,Littoral,Melong Centre Centre de Santé Integre,Centre de Santé Intégré,MoH,5.1016,9.9361,Digitized from online map
6805,Cameroon,Littoral,Melong Hôpital de District,Hôpital de District,MoH,5.1121,9.9407,Digitized from online map
6806,Cameroon,Littoral,Mere Theresa Centre de Santé,Health Centre,MoH,3.5379,9.7792,Combination
6807,Cameroon,Littoral,Miang Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2884,9.6988,Digitized from online map
6808,Cameroon,Littoral,Misericorde Centre de Santé Integre,Centre de Santé Intégré,MoH,4.6333,9.6802,Digitized from online map
6809,Cameroon,Littoral,Mission Centre de Santé,Health Centre,MoH,3.7956,9.7624,Combination
6810,Cameroon,Littoral,Mkomba Centre de Santé Integre,Centre de Santé Intégré,MoH,4.0622,9.6691,Digitized from online map
6811,Cameroon,Littoral,Mombo Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.5683,9.59,Digitized from online map
6812,Cameroon,Littoral,Mouandong Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9962,9.7811,Digitized from online map
6813,Cameroon,Littoral,Mouanko Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,3.6336,9.793,Digitized from online map
6814,Cameroon,Littoral,Mouatong Centre de Santé Integre,Centre de Santé Intégré,MoH,5.1708,9.9755,Digitized from online map
6815,Cameroon,Littoral,Moumekeng Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9676,9.7944,Digitized from online map
6816,Cameroon,Littoral,Moya Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9529,10.3642,Digitized from online map
6817,Cameroon,Littoral,N Lohe Centre de Santé Integre,Centre de Santé Intégré,MoH,4.7656,9.7506,Digitized from online map
6818,Cameroon,Littoral,Ndjockloumbe EPC Dispensaire,Dispensaire,MoH,3.5845,9.882,Combination
6819,Cameroon,Littoral,Ndobian Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9854,10.3339,Digitized from online map
6820,Cameroon,Littoral,Ndocksamba Centre de Santé Integre,Centre de Santé Intégré,MoH,4.95,9.9333,Geonames
6821,Cameroon,Littoral,Ndocktiba Centre de Santé Integre,Centre de Santé Intégré,MoH,4.7292,10.3008,Digitized from online map
6822,Cameroon,Littoral,Ndogbabem Centre de Santé Integre,Centre de Santé Intégré,MoH,4.4064,10.6581,Combination
6823,Cameroon,Littoral,Ndogbati UEBC Dispensaire,Dispensaire,MoH,4.0491,9.7246,Google Earth
6824,Cameroon,Littoral,Ndogbatogue Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2335,10.8824,Digitized from online map
6825,Cameroon,Littoral,Ndogbele Centre de Santé,Health Centre,MoH,3.8461,9.8147,Encarta
6826,Cameroon,Littoral,Ndogbele UEBC Centre de Santé,Health Centre,MoH,3.8442,9.8173,Encarta
6827,Cameroon,Littoral,Ndogbele UEBC Centre de Santé,Health Centre,MoH,4.4603,9.9581,Combination
6828,Cameroon,Littoral,Ndogpassi 3 Centre Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,3.9986,9.7512,Digitized from online map
6829,Cameroon,Littoral,Ndogpassi 3 Zr Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,3.993,9.7685,Digitized from online map
6830,Cameroon,Littoral,Ndogsimbi Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0359,9.7305,Digitized from online map
6831,Cameroon,Littoral,Ndokotti(Logbaba) Centre Medical d’Arrondissement,Centre Medical d’Arrondissement,MoH,4.6,10.066,Encarta
6832,Cameroon,Littoral,Ndokou Centre de Santé Integre,Centre de Santé Intégré,MoH,5.1094,9.8309,Digitized from online map
6833,Cameroon,Littoral,Ndom Bakem Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9879,10.0456,Digitized from online map
6834,Cameroon,Littoral,Ndom Hôpital de District,Hôpital de District,MoH,4.3877,10.817,Digitized from online map
6835,Cameroon,Littoral,Ndotto 3 Centre de Santé Integre,Centre de Santé Intégré,MoH,5.0003,10.2793,Digitized from online map
6836,Cameroon,Littoral,New Bell Hôpital de District,Hôpital de District,MoH,4.0187,9.7097,Digitized from online map
6837,Cameroon,Littoral,Newbell Protestant Centre de Santé,Health Centre,MoH,3.818,9.8779,Combination
6838,Cameroon,Littoral,Ngambe Hôpital de District,Hôpital de District,MoH,4.2304,10.6231,Digitized from online map
6839,Cameroon,Littoral,Ngodi Bakoko Centre de Santé Integre,Centre de Santé Intégré,MoH,3.9703,9.7827,Digitized from online map
6840,Cameroon,Littoral,Ngog Mbog Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2094,10.7068,Digitized from online map
6841,Cameroon,Littoral,Ngol Centre de Santé Integre,Centre de Santé Intégré,MoH,4.8757,9.785,Digitized from online map
6842,Cameroon,Littoral,Ngonga Centre de Santé Integre,Centre de Santé Intégré,MoH,4.0639,10.3718,Digitized from online map
6843,Cameroon,Littoral,Ninje Centre de Santé Integre,Centre de Santé Intégré,MoH,4.4957,10.8261,Digitized from online map
6844,Cameroon,Littoral,Ninong Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,5.1702,9.7994,Digitized from online map
6845,Cameroon,Littoral,Njinjou II Centre de Santé Integre,Centre de Santé Intégré,MoH,5.116,9.882,Encarta
6846,Cameroon,Littoral,Njombe 1 Centre de Santé Integre,Centre de Santé Intégré,MoH,4.5843,9.6632,Digitized from online map
6847,Cameroon,Littoral,Njombe Catholique Centre de Santé,Health Centre,MoH,4.5927,9.6617,Other
6848,Cameroon,Littoral,Njoumbeng III EEC Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9338,9.8125,Geonames
6849,Cameroon,Littoral,Nkanla Centre de Santé Integre,Centre de Santé Intégré,MoH,3.7617,10.1373,Combination
6850,Cameroon,Littoral,Nkapa Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2016,9.608,Digitized from online map
6851,Cameroon,Littoral,Nkolbong Pk21 UEBC Centre de Santé Integre,Centre de Santé Intégré,MoH,4.1225,9.8333,Combination
6852,Cameroon,Littoral,Nkololoun Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0273,9.7096,Digitized from online map
6853,Cameroon,Littoral,Nkom Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2084,10.7875,Digitized from online map
6854,Cameroon,Littoral,Nkondjock Hôpital de District,Hôpital de District,MoH,4.8401,10.2271,Digitized from online map
6855,Cameroon,Littoral,Nkonga Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8896,10.5597,Digitized from online map
6856,Cameroon,Littoral,Nkongkwalla Centre de Santé Integre,Centre de Santé Intégré,MoH,4.1339,10.9018,Digitized from online map
6857,Cameroon,Littoral,Nkongmondo Centre de Santé,Health Centre,MoH,4.0255,9.6985,Digitized from online map
6858,Cameroon,Littoral,Nkoudou Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9021,9.883,Digitized from online map
6859,Cameroon,Littoral,Nlohe Centre de Santé Integre,Centre de Santé Intégré,MoH,4.75,9.75,Geonames
6860,Cameroon,Littoral,Nlongkoo Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9506,9.9388,Digitized from online map
6861,Cameroon,Littoral,Nono Centre de Santé Integre,Centre de Santé Intégré,MoH,4.3052,9.8083,Geonames
6862,Cameroon,Littoral,Notre Dame Makak Dispensaire,Dispensaire,MoH,3.4313,9.8591,Combination
6863,Cameroon,Littoral,Nsimbongo Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2129,10.9159,Digitized from online map
6864,Cameroon,Littoral,Nyaho O Centre de Santé Integre,Centre de Santé Intégré,MoH,4.1912,10.9753,Digitized from online map
6865,Cameroon,Littoral,Nyalla Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0186,9.7821,Digitized from online map
6866,Cameroon,Littoral,Nyamsi Centre de Santé,Health Centre,MoH,3.9071,9.4703,Digitized from online map
6867,Cameroon,Littoral,Nyanon Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2639,10.9557,Digitized from online map
6868,Cameroon,Littoral,Nyanon Centre Medical d’Arrondissement,Centre Medical d’Arrondissement,MoH,4.2667,10.95,Geonames
6869,Cameroon,Littoral,Nylon Hôpital de District,Hôpital de District,MoH,4.0194,9.7306,Digitized from online map
6870,Cameroon,Littoral,Omeng Centre de Santé Integre,Centre de Santé Intégré,MoH,4.5459,10.8748,Digitized from online map
6871,Cameroon,Littoral,Oyack Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0202,9.7399,Digitized from online map
6872,Cameroon,Littoral,Pendamboko Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2641,9.4427,Digitized from online map
6873,Cameroon,Littoral,Penja 1 Centre de Santé Integre,Centre de Santé Intégré,MoH,4.6335,9.6887,Digitized from online map
6874,Cameroon,Littoral,Perpetuel Secours Centre de Santé Integre,Centre de Santé Intégré,MoH,4.696,9.7115,Digitized from online map
6875,Cameroon,Littoral,Piscine de Bethesda Carrefour Kodock Centre de Santé Integre,Centre de Santé Intégré,MoH,3.7875,10.1233,Digitized from online map
6876,Cameroon,Littoral,Piscine de Bethesda Centre de Santé Integre,Centre de Santé Intégré,MoH,3.7825,10.1296,Digitized from online map
6877,Cameroon,Littoral,PK3 Catholique Dispensaire,Dispensaire,MoH,3.4122,10.0028,Combination
6878,Cameroon,Littoral,PK30 Dispensaire,Dispensaire,MoH,3.9713,10.1119,Combination
6879,Cameroon,Littoral,Plateau Centre de Santé Integre,Centre de Santé Intégré,MoH,3.7694,10.1197,Digitized from online map
6880,Cameroon,Littoral,Pockmahonda Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2941,10.8001,Digitized from online map
6881,Cameroon,Littoral,Pouma Hôpital de District,Hôpital de District,MoH,3.8482,10.5226,Digitized from online map
6882,Cameroon,Littoral,Safacam Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,3.729,9.9899,Digitized from online map
6883,Cameroon,Littoral,Saha Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2833,10.5065,Digitized from online map
6884,Cameroon,Littoral,Saint Albert Legrand Centre de Santé,Health Centre,MoH,4.0856,9.6788,Combination
6885,Cameroon,Littoral,Saint Bruno Kolla Centre de Santé,Health Centre,MoH,4.8078,9.7647,Combination
6886,Cameroon,Littoral,Saint Luc Centre de Santé Integre,Centre de Santé Intégré,MoH,4.633,9.6757,Digitized from online map
6887,Cameroon,Littoral,Saint Padre Pio Centre de Santé,Health Centre,MoH,4.0785,9.7236,Combination
6888,Cameroon,Littoral,Saint Paul Annexe Dispensaire,Dispensaire,MoH,4.0938,9.6477,Geonames
6889,Cameroon,Littoral,Saint Paul de Nylon Dispensaire,Dispensaire,MoH,4.036,9.7428,Google Earth
6890,Cameroon,Littoral,Salmoa Centre de Santé,Health Centre,MoH,4.9207,9.8599,Geonames
6891,Cameroon,Littoral,Samaritain Centre de Santé,Health Centre,MoH,4.8568,10.044,Combination
6892,Cameroon,Littoral,Sio Sio Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8459,9.726,Encarta
6893,Cameroon,Littoral,Sipandang Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8446,10.6378,Combination
6894,Cameroon,Littoral,So Lopa Centre de Santé Integre,Centre de Santé Intégré,MoH,3.6269,10.2145,Digitized from online map
6895,Cameroon,Littoral,Soboum Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.008,9.7316,Digitized from online map
6896,Cameroon,Littoral,Sodiko Ad Lucem Centre de Santé,Health Centre,MoH,4.116,9.6649,Combination
6897,Cameroon,Littoral,Sodiko Centre Médical d'Arrondissement,Centre Medical d’Arrondissement,MoH,4.0882,9.6545,Digitized from online map
6898,Cameroon,Littoral,Sohock Centre de Santé Integre,Centre de Santé Intégré,MoH,4.9612,10.2401,Digitized from online map
6899,Cameroon,Littoral,Solidarite Centre Medical,Health Centre,MoH,3.8518,9.7247,Combination
6900,Cameroon,Littoral,Solle Centre de Santé Integre,Centre de Santé Intégré,MoH,4.6017,9.7951,Digitized from online map
6901,Cameroon,Littoral,Somakek Centre de Santé Integre,Centre de Santé Intégré,MoH,3.9601,10.1561,Digitized from online map
6902,Cameroon,Littoral,Song Mbengue Centre de Santé Integre,Centre de Santé Intégré,MoH,4.047,10.5686,Digitized from online map
6903,Cameroon,Littoral,Song Ndong Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8157,10.2547,Digitized from online map
6904,Cameroon,Littoral,Song Simuth Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8064,10.1481,Combination
6905,Cameroon,Littoral,Songbog Centre de Santé Integre,Centre de Santé Intégré,MoH,4.1598,10.9437,Digitized from online map
6906,Cameroon,Littoral,Songmbock EPC Centre de Santé,Health Centre,MoH,4.478,10.7802,Combination
6907,Cameroon,Littoral,Souza Gare Centre de Santé Integre,Centre de Santé Intégré,MoH,4.2344,9.6164,Geonames
6908,Cameroon,Littoral,St Jean de Dieu Centre de Santé,Health Centre,MoH,3.8078,9.6223,Combination
6909,Cameroon,Littoral,St Joseph Catholique Bomono Centre de Santé Integre,Centre de Santé Intégré,MoH,4.1762,9.6015,Combination
6910,Cameroon,Littoral,St Lazare Centre de Santé,Health Centre,MoH,3.7371,9.8299,Combination
6911,Cameroon,Littoral,St Luc Penja II Catholique Centre de Santé,Health Centre,MoH,4.6403,9.6877,Combination
6912,Cameroon,Littoral,St Paul Bonaberi Annexe Dispensaire,Dispensaire,MoH,4.0779,9.6759,Combination
6913,Cameroon,Littoral,St. Joseph Mbanda Dispensaire,Dispensaire,MoH,3.7987,10.1147,Other
6914,Cameroon,Littoral,St. Odile Dispensaire,Dispensaire,MoH,3.8937,10.1003,Combination
6915,Cameroon,Littoral,Tjedikoy Centre de Santé Integre,Centre de Santé Intégré,MoH,3.8491,10.5831,Digitized from online map
